Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Year
5,h,3800000.0,VB,6/05/2017,5.6,3101.0,5.0,5.0,3.0,609.0,424.0,1970.0,Boroondara City Council,-37.8064,145.0451,Southern Metropolitan,10331.0,2017
3,t,752000.0,S,8/04/2017,5.6,3101.0,3.0,2.0,2.0,0.0,102.0,1980.0,Boroondara City Council,-37.794,145.033,Southern Metropolitan,10331.0,2017
3,t,690000.0,S,8/04/2017,5.6,3101.0,3.0,1.0,2.0,111.0,3.0,1872.0,Boroondara City Council,-37.7941,145.0238,Southern Metropolitan,10331.0,2017
4,h,2600000.0,S,13/05/2017,5.6,3101.0,4.0,2.0,0.0,320.0,186.36,1920.0,Boroondara City Council,-37.8127,145.0451,Southern Metropolitan,10331.0,2017
5,h,4515000.0,S,13/05/2017,5.6,3101.0,5.0,4.0,2.0,800.0,490.0,2012.0,Boroondara City Council,-37.8147,145.0571,Southern Metropolitan,10331.0,2017
2,u,820000.0,PI,13/05/2017,5.6,3101.0,2.0,1.0,1.0,826.0,95.0,1960.0,Boroondara City Council,-37.805,145.0546,Southern Metropolitan,10331.0,2017
3,t,835000.0,S,20/05/2017,5.6,3101.0,3.0,2.0,2.0,247.0,147.2,2007.0,Boroondara City Council,-37.7944,145.0327,Southern Metropolitan,10331.0,2017
2,u,590000.0,VB,20/05/2017,7.5,3102.0,2.0,1.0,1.0,838.0,70.0,1970.0,Boroondara City Council,-37.7974,145.0526,Southern Metropolitan,2671.0,2017
3,h,1402000.0,S,22/04/2017,7.5,3102.0,3.0,2.0,2.0,422.0,120.0,1950.0,Boroondara City Council,-37.7927,145.056,Southern Metropolitan,2671.0,2017
3,h,1190000.0,SP,13/05/2017,7.8,3012.0,3.0,1.0,1.0,276.0,105.0,1925.0,Maribyrnong City Council,-37.8082,144.8828,Western Metropolitan,1808.0,2017
4,h,1205000.0,S,20/05/2017,7.8,3012.0,4.0,1.0,1.0,318.0,145.0,1960.0,Maribyrnong City Council,-37.8105,144.8803,Western Metropolitan,1808.0,2017
3,h,860000.0,SP,29/04/2017,7.8,3012.0,3.0,1.0,3.0,555.0,168.0,1940.0,Maribyrnong City Council,-37.8083,144.8754,Western Metropolitan,1808.0,2017
2,h,472500.0,S,20/05/2017,9.2,3012.0,2.0,1.0,0.0,315.0,89.0,1990.0,Maribyrnong City Council,-37.7835,144.8723,Western Metropolitan,3873.0,2017
3,t,675000.0,S,22/04/2017,9.2,3012.0,3.0,2.0,2.0,159.0,128.0,2016.0,Maribyrnong City Council,-37.785,144.8673,Western Metropolitan,3873.0,2017
2,u,405000.0,SP,22/04/2017,9.2,3012.0,2.0,2.0,1.0,2787.0,75.0,2013.0,Maribyrnong City Council,-37.7794,144.872,Western Metropolitan,3873.0,2017
3,h,930000.0,SP,29/04/2017,9.2,3012.0,3.0,1.0,2.0,660.0,88.0,1955.0,Maribyrnong City Council,-37.7851,144.8654,Western Metropolitan,3873.0,2017
1,u,365000.0,SP,6/05/2017,7.4,3144.0,1.0,1.0,1.0,0.0,46.0,1960.0,Stonnington City Council,-37.8691,145.0345,Southern Metropolitan,4675.0,2017
3,h,2250000.0,S,13/05/2017,7.4,3144.0,3.0,2.0,2.0,192.0,191.0,2010.0,Stonnington City Council,-37.8654,145.0297,Southern Metropolitan,4675.0,2017
3,h,2250000.0,S,6/05/2017,11.2,3145.0,3.0,1.0,2.0,840.0,170.0,1950.0,Stonnington City Council,-37.883,145.0791,Southern Metropolitan,8801.0,2017
4,h,3200000.0,S,8/04/2017,11.2,3145.0,4.0,2.0,2.0,709.0,214.0,1910.0,Stonnington City Council,-37.8693,145.0423,Southern Metropolitan,8801.0,2017
3,h,2020000.0,S,13/05/2017,11.2,3145.0,3.0,2.0,2.0,711.0,196.0,1915.0,Stonnington City Council,-37.8723,145.0387,Southern Metropolitan,8801.0,2017
2,u,1211000.0,S,20/05/2017,11.2,3145.0,2.0,1.0,1.0,259.0,99.0,1970.0,Stonnington City Council,-37.8718,145.0526,Southern Metropolitan,8801.0,2017
4,h,1380000.0,S,20/05/2017,11.2,3145.0,4.0,2.0,2.0,230.0,178.0,2007.0,Stonnington City Council,-37.8806,145.0831,Southern Metropolitan,8801.0,2017
4,h,1715157.0,S,20/05/2017,11.2,3145.0,4.0,3.0,2.0,380.0,160.0,2008.0,Stonnington City Council,-37.8792,145.0869,Southern Metropolitan,8801.0,2017
3,h,1220000.0,S,29/04/2017,11.2,3145.0,3.0,1.0,2.0,446.0,134.0,1980.0,Stonnington City Council,-37.8784,145.0654,Southern Metropolitan,8801.0,2017
5,h,1620000.0,S,29/04/2017,8.7,3032.0,5.0,3.0,2.0,601.0,274.0,2001.0,Maribyrnong City Council,-37.7637,144.8843,Western Metropolitan,4918.0,2017
4,h,1190000.0,S,29/04/2017,8.7,3032.0,4.0,3.0,2.0,224.0,205.0,2015.0,Maribyrnong City Council,-37.7641,144.8885,Western Metropolitan,4918.0,2017
4,u,1850000.0,VB,8/04/2017,2.8,3000.0,4.0,2.0,1.0,0.0,213.0,1938.0,Melbourne City Council,-37.8177,144.9544,Northern Metropolitan,17496.0,2017
1,u,333000.0,SP,8/04/2017,2.8,3000.0,1.0,1.0,0.0,0.0,41.0,2010.0,Melbourne City Council,-37.8122,144.9582,Northern Metropolitan,17496.0,2017
2,u,452000.0,S,13/05/2017,2.8,3000.0,2.0,1.0,0.0,0.0,60.0,2006.0,Melbourne City Council,-37.8084,144.9602,Northern Metropolitan,17496.0,2017
1,u,275000.0,VB,22/04/2017,2.8,3000.0,1.0,1.0,0.0,0.0,52.0,2000.0,Melbourne City Council,-37.8199,144.9558,Northern Metropolitan,17496.0,2017
2,u,683000.0,S,22/04/2017,2.8,3000.0,2.0,2.0,1.0,1136.0,88.0,2009.0,Melbourne City Council,-37.8211,144.9559,Northern Metropolitan,17496.0,2017
2,u,640000.0,VB,22/04/2017,2.8,3000.0,2.0,1.0,1.0,0.0,66.0,2005.0,Melbourne City Council,-37.8106,144.9646,Northern Metropolitan,17496.0,2017
4,h,2100000.0,VB,13/05/2017,11.8,3127.0,4.0,2.0,5.0,719.0,271.0,1950.0,Boroondara City Council,-37.812,145.1082,Eastern Metropolitan,2079.0,2017
2,u,439000.0,S,8/04/2017,6.9,3039.0,2.0,1.0,1.0,0.0,70.0,2005.0,Moonee Valley City Council,-37.7679,144.9245,Western Metropolitan,6232.0,2017
2,h,1040000.0,S,8/04/2017,6.9,3039.0,2.0,1.0,2.0,313.0,95.0,1920.0,Moonee Valley City Council,-37.7663,144.9098,Western Metropolitan,6232.0,2017
3,h,1670000.0,S,8/04/2017,6.9,3039.0,3.0,2.0,2.0,803.0,166.0,1915.0,Moonee Valley City Council,-37.7627,144.9047,Western Metropolitan,6232.0,2017
4,h,1940000.0,PI,8/04/2017,6.9,3039.0,4.0,2.0,3.0,675.0,228.0,1920.0,Moonee Valley City Council,-37.7686,144.912,Western Metropolitan,6232.0,2017
2,u,560000.0,PI,8/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,63.0,2015.0,Moonee Valley City Council,-37.7675,144.92,Western Metropolitan,6232.0,2017
4,h,1515000.0,S,8/04/2017,6.9,3039.0,4.0,2.0,3.0,574.0,203.0,1910.0,Moonee Valley City Council,-37.7644,144.9061,Western Metropolitan,6232.0,2017
5,h,2300000.0,PI,13/05/2017,6.9,3039.0,5.0,2.0,2.0,597.0,322.0,1930.0,Moonee Valley City Council,-37.7611,144.9095,Western Metropolitan,6232.0,2017
2,h,970000.0,S,20/05/2017,6.9,3039.0,2.0,1.0,2.0,272.0,85.0,1900.0,Moonee Valley City Council,-37.7641,144.9073,Western Metropolitan,6232.0,2017
3,h,1070000.0,S,20/05/2017,6.9,3039.0,3.0,1.0,2.0,231.0,130.0,1995.0,Moonee Valley City Council,-37.7616,144.9284,Western Metropolitan,6232.0,2017
2,u,542000.0,SA,29/04/2017,6.9,3039.0,2.0,2.0,1.0,0.0,82.0,2004.0,Moonee Valley City Council,-37.7679,144.9245,Western Metropolitan,6232.0,2017
3,h,1240000.0,S,29/04/2017,6.9,3039.0,3.0,2.0,2.0,275.0,106.0,1880.0,Moonee Valley City Council,-37.767,144.9108,Western Metropolitan,6232.0,2017
4,h,955000.0,S,29/04/2017,6.9,3039.0,4.0,2.0,3.0,431.0,246.0,1910.0,Moonee Valley City Council,-37.7615,144.9094,Western Metropolitan,6232.0,2017
4,h,1656000.0,S,6/05/2017,12.1,3163.0,4.0,2.0,2.0,651.0,199.0,1940.0,Glen Eira City Council,-37.8879,145.0768,Southern Metropolitan,4442.0,2017
2,u,582000.0,S,13/05/2017,12.1,3163.0,2.0,1.0,2.0,1113.0,93.0,2010.0,Glen Eira City Council,-37.8892,145.0664,Southern Metropolitan,4442.0,2017
3,h,1255000.0,S,22/04/2017,12.1,3163.0,3.0,1.0,2.0,557.0,108.0,1950.0,Glen Eira City Council,-37.9059,145.0733,Southern Metropolitan,4442.0,2017
2,u,535000.0,PI,22/04/2017,12.1,3163.0,2.0,1.0,1.0,77.0,77.0,1970.0,Glen Eira City Council,-37.8999,145.0643,Southern Metropolitan,4442.0,2017
2,u,586000.0,SP,29/04/2017,12.1,3163.0,2.0,2.0,1.0,0.0,75.0,2013.0,Glen Eira City Council,-37.8882,145.0666,Southern Metropolitan,4442.0,2017
4,h,1230000.0,SP,6/05/2017,8.4,3015.0,4.0,2.0,1.0,402.0,146.0,1925.0,Hobsons Bay City Council,-37.8433,144.8774,Western Metropolitan,5498.0,2017
4,h,1560000.0,S,6/05/2017,8.4,3015.0,4.0,2.0,3.0,480.0,235.0,1940.0,Hobsons Bay City Council,-37.8439,144.8733,Western Metropolitan,5498.0,2017
3,h,975000.0,S,13/05/2017,8.4,3015.0,3.0,2.0,2.0,333.0,192.0,2010.0,Hobsons Bay City Council,-37.8334,144.8673,Western Metropolitan,5498.0,2017
5,h,1820000.0,SP,13/05/2017,8.4,3015.0,5.0,2.0,7.0,760.0,229.0,1935.0,Hobsons Bay City Council,-37.8437,144.865,Western Metropolitan,5498.0,2017
3,t,900000.0,S,13/05/2017,8.4,3015.0,3.0,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay City Council,-37.8389,144.8666,Western Metropolitan,5498.0,2017
4,h,956000.0,S,22/04/2017,8.4,3015.0,4.0,2.0,4.0,540.0,113.0,1970.0,Hobsons Bay City Council,-37.8339,144.8716,Western Metropolitan,5498.0,2017
4,h,1650000.0,S,22/04/2017,8.4,3015.0,4.0,1.0,4.0,837.0,173.0,1930.0,Hobsons Bay City Council,-37.837,144.8772,Western Metropolitan,5498.0,2017
4,h,2337000.0,S,29/04/2017,8.4,3015.0,4.0,2.0,3.0,580.0,222.0,1890.0,Hobsons Bay City Council,-37.8477,144.8903,Western Metropolitan,5498.0,2017
3,h,1075000.0,SP,29/04/2017,8.4,3015.0,3.0,1.0,0.0,452.0,146.0,1950.0,Hobsons Bay City Council,-37.8402,144.8886,Western Metropolitan,5498.0,2017
3,h,810000.0,S,8/04/2017,11.2,3042.0,3.0,2.0,1.0,297.0,139.0,1955.0,Moonee Valley City Council,-37.738,144.8865,Western Metropolitan,2291.0,2017
2,u,510000.0,VB,20/05/2017,11.2,3042.0,2.0,1.0,1.0,167.0,69.0,2013.0,Moonee Valley City Council,-37.7343,144.8824,Western Metropolitan,2291.0,2017
1,u,325000.0,PI,20/05/2017,11.2,3042.0,1.0,1.0,1.0,710.0,58.0,2015.0,Moonee Valley City Council,-37.7355,144.8874,Western Metropolitan,2291.0,2017
3,t,800000.0,PI,29/04/2017,11.2,3042.0,3.0,2.0,2.0,202.0,151.0,2015.0,Moonee Valley City Council,-37.7418,144.8833,Western Metropolitan,2291.0,2017
3,u,500000.0,SP,29/04/2017,11.2,3042.0,3.0,1.0,1.0,1218.0,94.0,2012.0,Moonee Valley City Council,-37.736,144.8886,Western Metropolitan,2291.0,2017
2,u,680000.0,SP,6/05/2017,5.5,3070.0,2.0,2.0,1.0,1106.0,70.0,2009.0,Darebin City Council,-37.7679,144.9994,Northern Metropolitan,11364.0,2017
3,h,1300000.0,SP,8/04/2017,5.5,3070.0,3.0,1.0,0.0,191.0,108.0,1915.0,Darebin City Council,-37.7717,144.995,Northern Metropolitan,11364.0,2017
2,h,995000.0,PI,8/04/2017,5.5,3070.0,2.0,1.0,2.0,228.0,110.0,2004.0,Darebin City Council,-37.7634,144.9985,Northern Metropolitan,11364.0,2017
5,h,1750000.0,PI,13/05/2017,5.5,3070.0,5.0,2.0,0.0,406.0,225.0,1900.0,Darebin City Council,-37.7751,145.0099,Northern Metropolitan,11364.0,2017
2,h,1050000.0,S,29/04/2017,5.5,3070.0,2.0,1.0,1.0,181.0,85.0,1925.0,Darebin City Council,-37.7659,144.9903,Northern Metropolitan,11364.0,2017
3,h,1235000.0,S,29/04/2017,5.5,3070.0,3.0,1.0,1.0,534.0,127.0,1960.0,Darebin City Council,-37.7677,145.0142,Northern Metropolitan,11364.0,2017
2,t,600000.0,S,6/05/2017,11.5,3046.0,2.0,1.0,1.0,161.0,112.0,2015.0,Moreland City Council,-37.712,144.9175,Northern Metropolitan,2651.0,2017
3,u,601000.0,SP,8/04/2017,11.5,3046.0,3.0,1.0,2.0,220.0,90.0,1990.0,Moreland City Council,-37.7131,144.9091,Northern Metropolitan,2651.0,2017
3,h,755000.0,SP,8/04/2017,11.5,3046.0,3.0,2.0,1.0,341.0,170.0,2003.0,Moreland City Council,-37.7166,144.9104,Northern Metropolitan,2651.0,2017
3,u,648000.0,S,29/04/2017,11.5,3046.0,3.0,1.0,1.0,0.0,94.0,1998.0,Moreland City Council,-37.7188,144.9243,Northern Metropolitan,2651.0,2017
4,h,1615000.0,S,8/04/2017,14.0,3166.0,4.0,2.0,2.0,537.0,199.0,1920.0,Monash City Council,-37.91,145.096,Southern Metropolitan,3224.0,2017
3,u,655000.0,PI,13/05/2017,14.0,3166.0,3.0,1.0,2.0,160.0,104.0,1970.0,Monash City Council,-37.8946,145.0944,Southern Metropolitan,3224.0,2017
5,h,1351000.0,S,13/05/2017,14.0,3166.0,5.0,3.0,2.0,707.0,175.0,1955.0,Monash City Council,-37.9098,145.097,Southern Metropolitan,3224.0,2017
4,h,1600000.0,PI,29/04/2017,14.0,3166.0,4.0,3.0,4.0,691.0,213.0,1950.0,Monash City Council,-37.8999,145.0993,Southern Metropolitan,3224.0,2017
4,h,1840000.0,S,29/04/2017,14.0,3166.0,4.0,2.0,2.0,598.0,222.0,1900.0,Monash City Council,-37.898,145.0928,Southern Metropolitan,3224.0,2017
5,h,2250000.0,S,8/04/2017,11.8,3204.0,5.0,2.0,2.0,699.0,228.0,1925.0,Glen Eira City Council,-37.908,145.0502,Southern Metropolitan,3578.0,2017
2,u,437500.0,S,8/04/2017,11.8,3204.0,2.0,1.0,1.0,0.0,74.0,1970.0,Glen Eira City Council,-37.9023,145.0461,Southern Metropolitan,3578.0,2017
3,u,960000.0,S,13/05/2017,11.8,3204.0,3.0,2.0,2.0,199.0,167.0,1995.0,Glen Eira City Council,-37.9034,145.0409,Southern Metropolitan,3578.0,2017
4,t,1425000.0,S,20/05/2017,11.8,3204.0,4.0,2.0,2.0,314.0,189.0,2000.0,Glen Eira City Council,-37.9084,145.0532,Southern Metropolitan,3578.0,2017
3,h,2790000.0,S,20/05/2017,2.6,3052.0,3.0,2.0,1.0,180.0,120.0,1890.0,Melbourne City Council,-37.7961,144.9538,Northern Metropolitan,2309.0,2017
3,h,755000.0,S,6/05/2017,9.9,3044.0,3.0,2.0,2.0,294.0,110.0,1950.0,Moreland City Council,-37.7215,144.9251,Northern Metropolitan,7485.0,2017
2,h,999000.0,S,8/04/2017,9.9,3044.0,2.0,1.0,1.0,587.0,95.0,1920.0,Moreland City Council,-37.7306,144.9357,Northern Metropolitan,7485.0,2017
4,h,800000.0,S,8/04/2017,9.9,3044.0,4.0,1.0,1.0,593.0,131.0,1970.0,Moreland City Council,-37.7278,144.9463,Northern Metropolitan,7485.0,2017
4,h,770000.0,S,13/05/2017,9.9,3044.0,4.0,1.0,2.0,596.0,130.0,1960.0,Moreland City Council,-37.7195,144.9456,Northern Metropolitan,7485.0,2017
3,h,585000.0,S,13/05/2017,9.9,3044.0,3.0,1.0,1.0,0.0,129.0,2000.0,Moreland City Council,-37.7243,144.9473,Northern Metropolitan,7485.0,2017
3,h,708000.0,S,13/05/2017,9.9,3044.0,3.0,1.0,2.0,321.0,94.0,1950.0,Moreland City Council,-37.7242,144.9424,Northern Metropolitan,7485.0,2017
2,u,427500.0,S,20/05/2017,9.9,3044.0,2.0,1.0,1.0,134.0,75.0,1988.0,Moreland City Council,-37.7216,144.9292,Northern Metropolitan,7485.0,2017
3,t,560000.0,S,20/05/2017,9.9,3044.0,3.0,2.0,1.0,141.0,94.0,2009.0,Moreland City Council,-37.7177,144.9328,Northern Metropolitan,7485.0,2017
2,t,520000.0,S,22/04/2017,9.9,3044.0,2.0,1.0,1.0,0.0,82.0,2011.0,Moreland City Council,-37.7324,144.9377,Northern Metropolitan,7485.0,2017
5,h,958000.0,S,29/04/2017,9.9,3044.0,5.0,2.0,2.0,706.0,166.0,1950.0,Moreland City Council,-37.7328,144.9281,Northern Metropolitan,7485.0,2017
3,h,1400000.0,S,6/05/2017,3.8,3207.0,3.0,3.0,0.0,92.0,105.0,1910.0,Melbourne City Council,-37.8368,144.9463,Southern Metropolitan,8648.0,2017
2,u,520000.0,VB,8/04/2017,3.8,3207.0,2.0,1.0,1.0,2166.0,54.0,2012.0,Melbourne City Council,-37.8415,144.9412,Southern Metropolitan,8648.0,2017
2,h,801000.0,S,8/04/2017,3.8,3207.0,2.0,2.0,1.0,0.0,90.0,2012.0,Melbourne City Council,-37.84,144.939,Southern Metropolitan,8648.0,2017
3,h,2400000.0,S,8/04/2017,3.8,3207.0,3.0,2.0,2.0,368.0,226.0,1880.0,Melbourne City Council,-37.8323,144.9463,Southern Metropolitan,8648.0,2017
2,u,575000.0,S,13/05/2017,3.8,3207.0,2.0,1.0,1.0,7159.0,61.0,2008.0,Melbourne City Council,-37.841,144.9386,Southern Metropolitan,8648.0,2017
4,h,2700000.0,S,29/04/2017,3.8,3207.0,4.0,3.0,2.0,317.0,156.0,1900.0,Melbourne City Council,-37.8346,144.9358,Southern Metropolitan,8648.0,2017
2,u,600000.0,VB,29/04/2017,3.8,3207.0,2.0,1.0,1.0,0.0,61.0,2005.0,Melbourne City Council,-37.8443,144.9442,Southern Metropolitan,8648.0,2017
2,u,1030000.0,S,29/04/2017,3.8,3207.0,2.0,2.0,2.0,21715.0,99.0,2005.0,Melbourne City Council,-37.8424,144.9449,Southern Metropolitan,8648.0,2017
2,u,645000.0,S,13/05/2017,4.5,3181.0,2.0,1.0,1.0,2842.0,84.0,1920.0,Stonnington City Council,-37.8513,144.9943,Southern Metropolitan,7717.0,2017
2,u,550000.0,SP,13/05/2017,4.5,3181.0,2.0,1.0,1.0,72.0,69.0,1976.0,Stonnington City Council,-37.8542,145.0024,Southern Metropolitan,7717.0,2017
2,u,630000.0,S,20/05/2017,4.5,3181.0,2.0,1.0,1.0,0.0,59.0,1970.0,Stonnington City Council,-37.8538,145.0088,Southern Metropolitan,7717.0,2017
2,u,685000.0,S,20/05/2017,4.5,3181.0,2.0,1.0,1.0,8220.0,87.0,1965.0,Stonnington City Council,-37.8508,144.9874,Southern Metropolitan,7717.0,2017
1,h,860000.0,PI,22/04/2017,4.5,3181.0,1.0,1.0,0.0,108.0,54.0,1905.0,Stonnington City Council,-37.8508,145.0051,Southern Metropolitan,7717.0,2017
3,h,1190000.0,S,6/05/2017,8.8,3072.0,3.0,2.0,2.0,572.0,118.0,1935.0,Darebin City Council,-37.736,145.0033,Northern Metropolitan,14577.0,2017
3,h,1121000.0,S,8/04/2017,8.8,3072.0,3.0,2.0,3.0,604.0,123.0,1925.0,Darebin City Council,-37.7438,144.9971,Northern Metropolitan,14577.0,2017
3,h,917500.0,S,8/04/2017,8.8,3072.0,3.0,2.0,2.0,472.0,123.0,1965.0,Darebin City Council,-37.7336,145.0022,Northern Metropolitan,14577.0,2017
3,h,800000.0,PI,13/05/2017,8.8,3072.0,3.0,2.0,2.0,319.0,124.0,1940.0,Darebin City Council,-37.7334,144.9873,Northern Metropolitan,14577.0,2017
4,h,1075000.0,S,13/05/2017,8.8,3072.0,4.0,1.0,2.0,521.0,146.0,1935.0,Darebin City Council,-37.7506,144.99,Northern Metropolitan,14577.0,2017
3,h,1000000.0,VB,20/05/2017,8.8,3072.0,3.0,1.0,3.0,624.0,145.0,1950.0,Darebin City Council,-37.7373,144.9864,Northern Metropolitan,14577.0,2017
3,h,910000.0,S,22/04/2017,8.8,3072.0,3.0,1.0,1.0,674.0,90.0,1955.0,Darebin City Council,-37.7341,145.0275,Northern Metropolitan,14577.0,2017
3,h,690000.0,S,29/04/2017,8.8,3072.0,3.0,1.0,2.0,581.0,90.0,1960.0,Darebin City Council,-37.7536,145.0191,Northern Metropolitan,14577.0,2017
3,h,1100000.0,S,29/04/2017,8.8,3072.0,3.0,2.0,4.0,637.0,124.0,1950.0,Darebin City Council,-37.7344,145.0208,Northern Metropolitan,14577.0,2017
1,u,385000.0,SP,29/04/2017,8.8,3072.0,1.0,1.0,1.0,896.0,65.0,2011.0,Darebin City Council,-37.7316,145.0201,Northern Metropolitan,14577.0,2017
3,h,595000.0,SP,6/05/2017,11.2,3073.0,3.0,1.0,1.0,490.0,116.0,1970.0,Darebin City Council,-37.7152,144.9817,Northern Metropolitan,21650.0,2017
4,h,905000.0,S,8/04/2017,11.2,3073.0,4.0,2.0,2.0,696.0,142.0,1965.0,Darebin City Council,-37.7074,145.0276,Northern Metropolitan,21650.0,2017
5,h,845000.0,S,8/04/2017,11.2,3073.0,5.0,2.0,2.0,676.0,100.0,1960.0,Darebin City Council,-37.7114,145.021,Northern Metropolitan,21650.0,2017
3,t,815000.0,S,8/04/2017,11.2,3073.0,3.0,2.0,2.0,213.0,1.0,2012.0,Darebin City Council,-37.7085,145.018,Northern Metropolitan,21650.0,2017
4,h,770000.0,S,8/04/2017,11.2,3073.0,4.0,3.0,3.0,697.0,213.0,1970.0,Darebin City Council,-37.701,144.9993,Northern Metropolitan,21650.0,2017
3,h,610000.0,S,8/04/2017,11.2,3073.0,3.0,1.0,2.0,435.0,102.0,1960.0,Darebin City Council,-37.7054,144.9945,Northern Metropolitan,21650.0,2017
2,h,861500.0,S,13/05/2017,11.2,3073.0,2.0,1.0,1.0,419.0,100.0,1940.0,Darebin City Council,-37.721,145.016,Northern Metropolitan,21650.0,2017
3,h,801000.0,SP,13/05/2017,11.2,3073.0,3.0,1.0,1.0,551.0,115.0,1950.0,Darebin City Council,-37.7194,145.0015,Northern Metropolitan,21650.0,2017
2,u,490000.0,S,13/05/2017,11.2,3073.0,2.0,1.0,1.0,143.0,85.0,2009.0,Darebin City Council,-37.6955,145.0097,Northern Metropolitan,21650.0,2017
3,h,605000.0,S,13/05/2017,11.2,3073.0,3.0,1.0,2.0,371.0,112.0,1950.0,Darebin City Council,-37.7068,145.0193,Northern Metropolitan,21650.0,2017
2,t,652000.0,S,13/05/2017,11.2,3073.0,2.0,2.0,2.0,254.0,93.0,2007.0,Darebin City Council,-37.7071,145.0108,Northern Metropolitan,21650.0,2017
2,h,375000.0,PI,20/05/2017,11.2,3073.0,2.0,1.0,1.0,101.0,67.0,1980.0,Darebin City Council,-37.7091,145.0259,Northern Metropolitan,21650.0,2017
2,u,505000.0,S,29/04/2017,11.2,3073.0,2.0,1.0,1.0,110.0,1.0,1960.0,Darebin City Council,-37.7216,145.0099,Northern Metropolitan,21650.0,2017
2,t,950000.0,VB,6/05/2017,2.6,3121.0,2.0,1.0,1.0,113.0,118.0,2012.0,Yarra City Council,-37.8119,144.9947,Northern Metropolitan,14949.0,2017
2,u,1226000.0,S,6/05/2017,2.6,3121.0,2.0,1.0,1.0,826.0,99.0,1996.0,Yarra City Council,-37.821,145.0054,Northern Metropolitan,14949.0,2017
3,h,1214000.0,S,6/05/2017,2.6,3121.0,3.0,1.0,0.0,176.0,106.0,1900.0,Yarra City Council,-37.8162,145.006,Northern Metropolitan,14949.0,2017
3,u,790000.0,SP,8/04/2017,2.6,3121.0,3.0,1.0,1.0,0.0,90.0,1999.0,Yarra City Council,-37.833,144.997,Northern Metropolitan,14949.0,2017
2,t,1090000.0,S,8/04/2017,2.6,3121.0,2.0,2.0,1.0,0.0,137.0,2002.0,Yarra City Council,-37.8151,145.0003,Northern Metropolitan,14949.0,2017
3,h,1785000.0,S,8/04/2017,2.6,3121.0,3.0,1.0,0.0,240.0,115.0,1958.0,Yarra City Council,-37.8221,144.9964,Northern Metropolitan,14949.0,2017
2,u,560000.0,PI,8/04/2017,2.6,3121.0,2.0,1.0,1.0,7455.0,65.0,2008.0,Yarra City Council,-37.822,145.0104,Northern Metropolitan,14949.0,2017
2,h,1050000.0,PI,13/05/2017,2.6,3121.0,2.0,1.0,0.0,134.0,63.7,1900.0,Yarra City Council,-37.817,145.0058,Northern Metropolitan,14949.0,2017
3,t,1052000.0,S,20/05/2017,2.6,3121.0,3.0,1.0,2.0,0.0,100.0,2010.0,Yarra City Council,-37.8221,144.9988,Northern Metropolitan,14949.0,2017
3,h,3000000.0,VB,20/05/2017,2.6,3121.0,3.0,2.0,7.0,230.0,204.0,2011.0,Yarra City Council,-37.8213,144.9948,Northern Metropolitan,14949.0,2017
3,h,1330000.0,S,22/04/2017,2.6,3121.0,3.0,1.0,1.0,154.0,95.0,1900.0,Yarra City Council,-37.8264,145.0123,Northern Metropolitan,14949.0,2017
1,h,911000.0,S,29/04/2017,2.6,3121.0,1.0,1.0,0.0,126.0,77.0,1900.0,Yarra City Council,-37.8259,145.0107,Northern Metropolitan,14949.0,2017
2,u,615000.0,S,29/04/2017,11.4,3084.0,2.0,1.0,1.0,190.0,105.0,1980.0,Banyule City Council,-37.7437,145.0729,Eastern Metropolitan,3540.0,2017
2,h,665000.0,PI,13/05/2017,6.6,3011.0,2.0,1.0,0.0,269.0,80.0,1900.0,Maribyrnong City Council,-37.8026,144.8882,Western Metropolitan,2417.0,2017
3,h,2240000.0,S,6/05/2017,2.1,3205.0,3.0,2.0,1.0,197.0,168.0,1900.0,Port Phillip City Council,-37.8395,144.9489,Southern Metropolitan,5943.0,2017
1,u,460000.0,S,8/04/2017,2.1,3205.0,1.0,1.0,1.0,0.0,42.0,1970.0,Port Phillip City Council,-37.8344,144.9581,Southern Metropolitan,5943.0,2017
2,u,650000.0,VB,8/04/2017,2.1,3205.0,2.0,1.0,0.0,438.0,2.0,1900.0,Port Phillip City Council,-37.8353,144.9599,Southern Metropolitan,5943.0,2017
2,t,1100000.0,S,13/05/2017,2.1,3205.0,2.0,1.0,1.0,327.0,75.0,2004.0,Port Phillip City Council,-37.8351,144.964,Southern Metropolitan,5943.0,2017
3,h,1820000.0,S,13/05/2017,2.1,3205.0,3.0,1.0,1.0,204.0,105.0,1910.0,Port Phillip City Council,-37.8365,144.9497,Southern Metropolitan,5943.0,2017
3,u,680000.0,VB,22/04/2017,2.1,3205.0,3.0,2.0,2.0,0.0,110.87,2003.0,Port Phillip City Council,-37.8309,144.9686,Southern Metropolitan,5943.0,2017
3,u,710000.0,VB,29/04/2017,2.1,3205.0,3.0,2.0,2.0,0.0,150.0,2001.0,Port Phillip City Council,-37.8319,144.9682,Southern Metropolitan,5943.0,2017
2,h,1214000.0,S,8/04/2017,3.3,3141.0,2.0,1.0,0.0,161.0,82.0,1900.0,Melbourne City Council,-37.8454,144.9891,Southern Metropolitan,14887.0,2017
